Set Send Rates,Send Rates,Block Size,Min Latency,Avg Latency,Max Latency,Throughput,CPU Usage (%)
35.0,35.1,210.0,0.11,1.18,2.23,33.4,17.5
35.0,35.0,215.0,0.1,1.15,2.24,34.3,17.52
35.0,35.0,220.0,0.11,1.13,2.22,34.9,17.54
35.0,35.1,225.0,0.11,1.13,2.22,32.7,17.56
35.0,35.1,230.0,0.11,1.16,2.26,34.3,17.58
35.0,35.1,235.0,0.11,1.18,2.25,34.0,17.59
35.0,35.1,240.0,0.11,1.14,2.24,34.8,17.61
35.0,35.1,245.0,0.1,1.13,2.21,34.8,17.63
35.0,35.0,250.0,0.1,1.16,2.23,34.3,17.65
35.0,35.1,255.0,0.12,1.14,2.27,32.7,17.67
35.0,35.1,260.0,0.1,1.16,2.23,34.5,17.68
35.0,35.1,265.0,0.12,1.15,2.24,34.7,17.7
35.0,35.0,270.0,0.11,1.15,2.22,34.7,17.72
35.0,35.1,275.0,0.11,1.15,2.21,34.5,17.73
35.0,35.1,280.0,0.1,1.18,2.31,33.9,17.75
35.0,35.1,285.0,0.11,1.17,2.23,33.8,17.77
35.0,35.1,290.0,0.11,1.14,2.27,34.7,17.79
35.0,35.0,295.0,0.11,1.16,2.25,34.2,17.8
35.0,35.1,300.0,0.11,1.15,2.28,34.6,17.82
35.0,35.1,305.0,0.11,1.17,2.27,34.3,17.84
35.0,35.1,310.0,0.12,1.18,2.25,34.0,17.87
35.0,35.1,315.0,0.1,1.14,2.24,34.7,17.88
35.0,35.0,320.0,0.11,1.14,2.27,32.6,17.9
35.0,35.1,325.0,0.1,1.14,2.24,34.7,17.92
35.0,35.1,330.0,0.1,1.16,2.23,34.1,17.94
35.0,35.1,335.0,0.11,1.16,2.25,34.4,17.96
35.0,35.0,340.0,0.1,1.16,2.23,34.1,17.98
35.0,35.1,345.0,0.1,1.15,2.29,34.8,18.0
35.0,35.1,350.0,0.11,1.17,2.28,33.8,18.03
35.0,35.2,355.0,0.12,1.21,2.28,33.4,18.04
35.0,35.0,360.0,0.11,1.14,2.26,32.7,18.06
35.0,35.1,365.0,0.11,1.14,2.26,34.7,18.08
35.0,35.1,370.0,0.11,1.18,2.32,34.0,18.09
35.0,35.1,375.0,0.11,1.16,2.3,34.4,18.11
35.0,35.1,380.0,0.11,1.14,2.24,34.6,18.12
35.0,35.1,385.0,0.11,1.14,2.18,34.6,18.14
35.0,35.1,390.0,0.11,1.14,2.25,34.9,18.15
35.0,35.1,395.0,0.11,1.14,2.27,32.8,18.17
35.0,35.1,400.0,0.11,1.15,2.23,34.6,18.18
40.0,40.1,10.0,0.04,0.16,0.28,40.0,16.58
40.0,40.2,15.0,0.04,0.21,2.04,37.3,16.61
40.0,40.1,20.0,0.05,0.28,0.53,40.0,16.65
40.0,40.1,25.0,0.06,0.37,0.69,40.0,16.68
40.0,40.1,30.0,0.06,0.44,2.1,37.2,16.71
40.0,40.1,35.0,0.06,0.51,2.1,37.6,16.75
40.0,40.0,40.0,0.07,0.6,1.09,39.9,16.78
40.0,40.1,45.0,0.07,0.63,2.12,37.2,16.81
40.0,40.0,50.0,0.08,0.69,1.36,39.9,16.84
40.0,40.1,55.0,0.08,0.75,2.09,37.3,16.86
40.0,40.1,60.0,0.09,0.88,2.15,38.2,16.89
40.0,40.1,65.0,0.09,0.9,2.13,37.7,16.91
40.0,40.0,70.0,0.1,0.98,2.07,37.6,16.93
40.0,40.1,75.0,0.1,1.05,2.14,37.7,16.95
40.0,40.1,80.0,0.12,1.14,2.13,38.3,16.98
40.0,40.1,85.0,0.12,1.16,2.23,37.2,17.0
40.0,40.1,90.0,0.11,1.16,2.28,37.7,17.02
40.0,40.1,95.0,0.12,1.16,2.25,37.6,17.04
40.0,40.0,100.0,0.12,1.17,2.25,37.1,17.06
40.0,40.1,105.0,0.12,1.16,2.26,37.4,17.09
40.0,40.1,110.0,0.12,1.16,2.23,37.6,17.11
40.0,40.1,115.0,0.12,1.15,2.22,39.9,17.13
40.0,40.1,120.0,0.11,1.16,2.25,37.7,17.15
40.0,40.1,125.0,0.12,1.16,2.25,37.7,17.17
40.0,40.1,130.0,0.11,1.16,2.27,37.4,17.19
40.0,40.1,135.0,0.11,1.15,2.22,37.7,17.21
40.0,40.2,140.0,0.11,1.16,2.27,37.8,17.23
40.0,40.1,145.0,0.13,1.16,2.24,37.1,17.25
40.0,40.1,150.0,0.12,1.17,2.29,37.7,17.27
40.0,40.0,155.0,0.14,1.18,2.25,37.3,17.29
40.0,40.2,160.0,0.12,1.17,2.26,37.1,17.31
40.0,40.1,165.0,0.12,1.16,2.28,37.4,17.33
40.0,40.2,170.0,0.11,1.17,2.27,37.2,17.35
40.0,40.1,175.0,0.12,1.17,2.22,37.9,17.37
40.0,40.1,180.0,0.13,1.17,2.25,37.5,17.39
40.0,40.1,185.0,0.11,1.16,2.25,39.9,17.41
40.0,40.1,190.0,0.14,1.18,2.26,39.5,17.43
40.0,40.1,195.0,0.12,1.17,2.28,37.7,17.45
40.0,40.1,200.0,0.12,1.17,2.22,39.8,17.47
40.0,40.1,205.0,0.11,1.16,2.28,37.4,17.49
40.0,40.2,210.0,0.14,1.19,2.25,39.5,17.5
40.0,40.1,215.0,0.11,1.15,2.22,37.8,17.52
40.0,40.0,220.0,0.12,1.16,2.24,37.8,17.54
40.0,40.1,225.0,0.12,1.16,2.25,37.4,17.56
40.0,40.2,230.0,0.12,1.16,2.24,37.2,17.58
40.0,40.2,235.0,0.13,1.17,2.25,37.4,17.6
40.0,40.1,240.0,0.11,1.16,2.27,37.4,17.61
40.0,40.2,245.0,0.12,1.16,2.24,37.2,17.63
40.0,40.1,250.0,0.12,1.17,2.26,39.9,17.65
40.0,40.0,255.0,0.12,1.16,2.22,37.5,17.67
40.0,40.1,260.0,0.12,1.17,2.27,37.4,17.68
40.0,40.1,265.0,0.12,1.17,2.25,37.2,17.7
40.0,40.1,270.0,0.11,1.16,2.25,37.7,17.72
40.0,40.1,275.0,0.12,1.16,2.21,37.4,17.74
40.0,40.1,280.0,0.12,1.17,2.25,37.2,17.75
40.0,40.1,285.0,0.12,1.17,2.27,37.4,17.77
40.0,40.1,290.0,0.12,1.18,2.24,39.4,17.79
40.0,40.1,295.0,0.12,1.16,2.23,37.4,17.81
40.0,40.0,300.0,0.12,1.17,2.25,37.1,17.82
40.0,40.1,305.0,0.14,1.2,2.44,37.4,17.85
40.0,40.1,310.0,0.12,1.17,2.26,37.1,17.87
40.0,40.1,315.0,0.11,1.17,2.24,37.4,17.89
40.0,40.0,320.0,0.12,1.16,2.29,37.6,17.9
40.0,40.1,325.0,0.12,1.16,2.26,39.8,17.92
40.0,40.1,330.0,0.11,1.17,2.24,37.4,17.94
40.0,40.1,335.0,0.13,1.17,2.25,37.6,17.96
40.0,40.2,340.0,0.12,1.17,2.28,37.2,17.98
40.0,40.1,345.0,0.14,1.2,2.3,37.2,18.01
40.0,40.1,350.0,0.11,1.16,2.22,37.5,18.03
40.0,40.1,355.0,0.13,1.17,2.27,37.0,18.04
40.0,40.0,360.0,0.11,1.15,2.26,37.5,18.06
40.0,40.1,365.0,0.12,1.17,2.27,37.2,18.08
40.0,40.2,370.0,0.12,1.18,2.28,40.0,18.09
40.0,40.1,375.0,0.12,1.17,2.21,37.7,18.11
40.0,40.0,380.0,0.11,1.16,2.25,37.3,18.13
40.0,40.1,385.0,0.13,1.18,2.25,37.6,18.14
40.0,40.0,390.0,0.12,1.16,2.23,37.0,18.15
40.0,40.1,395.0,0.12,1.17,2.24,37.4,18.17
40.0,40.2,400.0,0.14,1.17,2.28,39.9,18.19
45.0,45.2,10.0,0.04,0.11,0.21,45.1,16.58
45.0,45.0,15.0,0.04,0.23,2.08,41.5,16.62
45.0,45.1,20.0,0.05,0.24,0.44,45.0,16.65
45.0,45.1,25.0,0.05,0.33,0.58,45.0,16.68
45.0,45.1,30.0,0.06,0.39,2.09,41.5,16.71
45.0,45.1,35.0,0.07,0.51,2.11,41.9,16.75
45.0,45.1,40.0,0.07,0.51,1.01,44.9,16.78
45.0,45.1,45.0,0.07,0.56,2.12,41.5,16.81
45.0,45.0,50.0,0.07,0.62,1.21,44.9,16.84
45.0,45.0,55.0,0.09,0.7,2.08,41.5,16.86
45.0,45.0,60.0,0.09,0.81,2.11,42.7,16.89
45.0,45.1,65.0,0.1,0.84,2.14,42.0,16.91
45.0,45.1,70.0,0.11,0.91,2.07,41.9,16.93
45.0,45.1,75.0,0.11,0.96,2.07,42.1,16.95
45.0,45.2,80.0,0.11,1.01,2.16,42.6,16.98
45.0,45.1,85.0,0.11,1.09,2.18,43.6,17.0
45.0,45.0,90.0,0.13,1.15,2.16,41.5,17.02
45.0,45.1,95.0,0.14,1.16,2.24,44.5,17.04
45.0,45.0,100.0,0.13,1.18,2.28,44.0,17.06
45.0,45.2,105.0,0.13,1.19,2.3,44.0,17.09
45.0,45.2,110.0,0.13,1.18,2.29,44.0,17.11
45.0,45.0,115.0,0.12,1.18,2.34,44.1,17.13
45.0,45.2,120.0,0.14,1.19,2.27,44.0,17.15
45.0,45.1,125.0,0.14,1.17,2.31,44.3,17.17
45.0,45.1,130.0,0.14,1.18,2.28,44.5,17.19
45.0,45.1,135.0,0.14,1.16,2.27,44.5,17.21
45.0,45.1,140.0,0.14,1.19,2.29,44.0,17.23
45.0,45.0,145.0,0.13,1.18,2.33,44.3,17.25
45.0,45.0,150.0,0.14,1.16,2.26,44.6,17.27
45.0,45.0,155.0,0.13,1.17,2.22,44.5,17.29
45.0,45.2,160.0,0.14,1.19,2.29,44.2,17.31
45.0,45.1,165.0,0.14,1.18,2.3,44.2,17.33
45.0,45.1,170.0,0.14,1.17,2.27,44.5,17.35
45.0,45.0,175.0,0.13,1.16,2.27,44.4,17.37
45.0,45.1,180.0,0.14,1.17,2.3,44.5,17.39
45.0,45.1,185.0,0.14,1.18,2.29,44.3,17.41
45.0,45.1,190.0,0.14,1.17,2.28,44.5,17.43
45.0,45.1,195.0,0.14,1.19,2.27,44.3,17.45
45.0,45.2,200.0,0.13,1.18,2.33,44.0,17.47
45.0,45.0,205.0,0.13,1.17,2.3,44.3,17.49
45.0,45.1,210.0,0.14,1.18,2.32,44.1,17.51
45.0,45.1,215.0,0.14,1.18,2.28,44.3,17.53
45.0,45.0,220.0,0.14,1.16,2.27,44.3,17.54
45.0,45.0,225.0,0.13,1.17,2.29,44.6,17.56
45.0,45.1,230.0,0.14,1.16,2.25,44.6,17.58
45.0,45.0,235.0,0.14,1.19,2.27,44.1,17.6
45.0,45.1,240.0,0.14,1.18,2.3,44.0,17.61
45.0,45.0,245.0,0.15,1.19,2.3,44.0,17.63
45.0,45.1,250.0,0.14,1.18,2.29,44.0,17.65
45.0,44.9,255.0,0.14,1.18,2.29,44.1,17.67
45.0,45.1,260.0,0.14,1.16,2.23,44.4,17.69
45.0,45.2,265.0,0.15,1.23,2.29,43.1,17.7
45.0,45.0,270.0,0.14,1.18,2.36,44.2,17.72
45.0,45.1,275.0,0.14,1.16,2.27,44.7,17.74
45.0,45.2,280.0,0.14,1.18,2.31,44.5,17.75
45.0,45.1,285.0,0.13,1.17,2.28,44.4,17.77
45.0,45.2,290.0,0.14,1.18,2.28,44.1,17.79
45.0,45.0,295.0,0.13,1.17,2.27,44.1,17.81
45.0,45.2,300.0,0.13,1.18,2.29,44.0,17.82
45.0,45.1,305.0,0.14,1.18,2.3,44.5,17.85
45.0,45.1,310.0,0.13,1.17,2.3,44.4,17.87
45.0,45.1,315.0,0.14,1.18,2.28,44.5,17.89
45.0,45.1,320.0,0.15,1.18,2.26,44.2,17.91
45.0,45.1,325.0,0.14,1.17,2.25,44.4,17.92
45.0,45.0,330.0,0.14,1.16,2.24,44.5,17.94
45.0,45.0,335.0,0.13,1.16,2.31,44.6,17.96
45.0,45.2,340.0,0.14,1.21,2.31,43.6,17.98
45.0,45.2,345.0,0.14,1.21,2.33,43.8,18.01
45.0,45.1,350.0,0.14,1.17,2.27,44.5,18.03
45.0,45.1,355.0,0.15,1.21,2.27,44.0,18.05
45.0,45.1,360.0,0.14,1.18,2.28,44.1,18.06
45.0,45.2,365.0,0.13,1.19,2.29,44.0,18.08
45.0,45.0,370.0,0.14,1.18,2.31,44.3,18.1
45.0,45.0,375.0,0.14,1.19,2.29,44.1,18.11
45.0,45.0,380.0,0.14,1.19,2.28,43.8,18.13
45.0,45.0,385.0,0.14,1.17,2.26,44.4,18.14
45.0,45.0,390.0,0.13,1.18,2.32,43.9,18.16
45.0,45.1,395.0,0.14,1.18,2.26,44.1,18.17
45.0,45.2,400.0,0.14,1.17,2.3,44.5,18.19
50.0,50.1,10.0,0.04,0.12,0.22,50.0,16.58
50.0,50.1,15.0,0.04,0.2,2.12,45.6,16.62
50.0,50.0,20.0,0.05,0.24,0.47,49.9,16.65
50.0,50.2,25.0,0.05,0.27,0.52,50.0,16.68
50.0,50.2,30.0,0.06,0.36,2.07,45.7,16.72
50.0,50.2,35.0,0.06,0.42,2.09,46.1,16.75
50.0,50.2,40.0,0.07,0.46,0.89,50.0,16.78
50.0,50.1,45.0,0.08,0.55,2.13,45.6,16.81
50.0,50.1,50.0,0.08,0.58,1.09,49.9,16.84
50.0,50.1,55.0,0.09,0.65,2.11,45.7,16.87
50.0,49.9,60.0,0.09,0.73,2.1,46.9,16.89
50.0,50.1,65.0,0.1,0.78,2.13,46.2,16.91
50.0,50.2,70.0,0.11,0.81,2.14,46.0,16.93
50.0,50.0,75.0,0.12,0.89,2.11,46.3,16.96
50.0,50.1,80.0,0.12,0.95,2.06,47.0,16.98
50.0,50.0,85.0,0.13,1.01,2.14,48.0,17.0
50.0,50.1,90.0,0.13,1.03,2.09,45.7,17.02
50.0,50.1,95.0,0.13,1.13,2.12,47.4,17.05
50.0,50.1,100.0,0.14,1.15,2.18,49.7,17.07
50.0,50.1,105.0,0.14,1.19,2.24,48.1,17.09
50.0,50.1,110.0,0.15,1.19,2.3,48.9,17.11
50.0,50.2,115.0,0.14,1.22,2.33,48.4,17.13
50.0,49.9,120.0,0.14,1.19,2.33,48.7,17.15
50.0,50.1,125.0,0.16,1.19,2.31,48.7,17.17
50.0,50.2,130.0,0.15,1.22,2.31,48.4,17.19
50.0,50.1,135.0,0.16,1.2,2.29,48.5,17.21
50.0,50.2,140.0,0.14,1.21,2.27,48.0,17.23
50.0,50.1,145.0,0.15,1.2,2.27,48.3,17.26
50.0,50.1,150.0,0.14,1.18,2.26,48.8,17.27
50.0,50.0,155.0,0.14,1.2,2.28,48.6,17.29
50.0,50.2,160.0,0.14,1.2,2.33,48.7,17.31
50.0,50.1,165.0,0.15,1.19,2.33,48.9,17.33
50.0,50.0,170.0,0.15,1.19,2.26,48.9,17.35
50.0,50.0,175.0,0.15,1.19,2.31,48.9,17.37
50.0,50.0,180.0,0.14,1.19,2.32,48.7,17.39
50.0,50.1,185.0,0.15,1.2,2.26,48.5,17.41
50.0,50.0,190.0,0.15,1.19,2.29,48.5,17.43
50.0,50.1,195.0,0.15,1.19,2.3,48.9,17.45
50.0,50.2,200.0,0.15,1.19,2.29,48.9,17.47
50.0,50.2,205.0,0.14,1.19,2.29,49.0,17.49
50.0,50.2,210.0,0.14,1.21,2.31,48.1,17.51
50.0,50.2,215.0,0.15,1.2,2.3,48.5,17.53
50.0,50.2,220.0,0.14,1.19,2.3,48.6,17.54
50.0,50.1,225.0,0.14,1.2,2.32,48.8,17.56
50.0,50.0,230.0,0.16,1.18,2.29,48.9,17.58
50.0,50.0,235.0,0.15,1.19,2.28,48.8,17.6
50.0,50.1,240.0,0.14,1.19,2.29,48.5,17.62
50.0,50.1,245.0,0.15,1.19,2.33,48.8,17.63
50.0,50.1,250.0,0.15,1.19,2.32,48.8,17.65
50.0,50.1,255.0,0.14,1.2,2.31,48.5,17.67
50.0,50.1,260.0,0.15,1.19,2.33,48.9,17.69
50.0,50.2,265.0,0.15,1.22,2.3,48.1,17.7
50.0,50.0,270.0,0.14,1.2,2.28,48.3,17.72
50.0,50.1,275.0,0.16,1.18,2.27,49.2,17.74
50.0,50.1,280.0,0.14,1.21,2.33,48.6,17.75
50.0,50.0,285.0,0.15,1.19,2.33,48.5,17.77
50.0,50.0,290.0,0.14,1.19,2.29,48.9,17.79
50.0,50.1,295.0,0.14,1.21,2.28,48.4,17.81
50.0,50.1,300.0,0.14,1.19,2.29,49.0,17.83
50.0,50.1,305.0,0.15,1.23,2.42,48.5,17.85
50.0,50.0,310.0,0.15,1.21,2.29,48.0,17.87
50.0,50.2,315.0,0.15,1.19,2.28,48.9,17.89
50.0,50.0,320.0,0.14,1.18,2.28,49.0,17.91
50.0,50.1,325.0,0.16,1.21,2.32,48.7,17.92
50.0,50.2,330.0,0.15,1.19,2.34,48.9,17.95
50.0,50.2,335.0,0.15,1.23,2.29,48.0,17.96
50.0,50.2,340.0,0.15,1.23,2.28,48.9,17.99
50.0,50.1,345.0,0.14,1.19,2.3,48.7,18.01
50.0,50.2,350.0,0.16,1.2,2.3,48.8,18.03
50.0,50.1,355.0,0.17,1.22,2.39,48.6,18.05
50.0,50.1,360.0,0.15,1.2,2.29,48.7,18.06
50.0,50.1,365.0,0.13,1.18,2.32,48.9,18.08
50.0,50.1,370.0,0.15,1.19,2.26,48.8,18.1
50.0,50.0,375.0,0.15,1.22,2.28,48.0,18.11
50.0,50.1,380.0,0.15,1.19,2.33,48.8,18.13
50.0,50.1,385.0,0.15,1.19,2.28,49.0,18.14
50.0,50.1,390.0,0.13,1.21,2.31,48.4,18.16
50.0,50.2,395.0,0.15,1.21,2.3,48.1,18.17
50.0,50.1,400.0,0.15,1.2,2.31,48.7,18.19
55.0,55.2,10.0,0.03,0.12,0.32,55.0,16.58
55.0,55.0,15.0,0.05,0.21,2.06,49.9,16.62
55.0,55.1,20.0,0.05,0.23,0.43,55.0,16.65
55.0,55.2,25.0,0.05,0.26,0.5,55.0,16.68
55.0,55.1,30.0,0.06,0.35,2.1,49.8,16.72
55.0,55.0,35.0,0.07,0.45,2.06,50.3,16.75
55.0,55.2,40.0,0.07,0.44,0.82,54.9,16.79
55.0,55.2,45.0,0.07,0.48,2.1,49.8,16.81
55.0,55.1,50.0,0.09,0.54,1.0,54.8,16.84
55.0,55.2,55.0,0.09,0.58,2.12,49.7,16.87
55.0,55.2,60.0,0.09,0.67,2.1,51.1,16.89
55.0,54.9,65.0,0.1,0.71,2.09,50.4,16.91
55.0,54.9,70.0,0.11,0.78,2.07,50.2,16.94
55.0,55.1,75.0,0.13,0.84,2.1,50.5,16.96
55.0,55.1,80.0,0.13,0.9,2.09,51.2,16.98
55.0,55.1,85.0,0.13,0.94,2.11,52.3,17.0
55.0,54.8,90.0,0.14,0.97,2.07,49.7,17.03
55.0,55.2,95.0,0.13,1.01,2.1,51.6,17.05
55.0,55.0,100.0,0.15,1.07,2.0,54.5,17.07
55.0,55.0,105.0,0.15,1.13,2.12,51.8,17.09
55.0,55.2,110.0,0.11,1.12,2.24,54.0,17.11
55.0,55.2,115.0,0.07,1.13,2.22,54.1,17.13
55.0,55.0,120.0,0.13,1.11,2.13,54.7,17.15
55.0,55.1,125.0,0.15,1.09,2.12,54.7,17.17
55.0,55.1,130.0,0.12,1.11,2.25,53.9,17.19
55.0,55.0,135.0,0.09,1.11,2.18,54.0,17.21
55.0,54.8,140.0,0.1,1.1,2.2,54.5,17.24
55.0,55.1,145.0,0.08,1.09,2.1,54.5,17.26
55.0,55.1,150.0,0.06,1.11,2.23,53.9,17.28
55.0,55.1,155.0,0.13,1.09,2.12,54.5,17.3
55.0,55.2,160.0,0.09,1.1,2.13,54.7,17.31
55.0,55.0,165.0,0.07,1.09,2.12,54.5,17.34
55.0,55.1,170.0,0.11,1.1,2.23,54.1,17.36
55.0,55.2,175.0,0.13,1.11,2.15,54.5,17.37
55.0,55.1,180.0,0.07,1.09,2.12,54.6,17.39
55.0,55.1,185.0,0.09,1.12,2.25,53.9,17.41
55.0,54.8,190.0,0.06,1.11,2.25,53.8,17.43
55.0,55.2,195.0,0.09,1.12,2.18,54.2,17.45
55.0,55.2,200.0,0.06,1.11,2.21,53.9,17.47
55.0,55.2,205.0,0.11,1.1,2.1,54.7,17.49
55.0,55.0,210.0,0.09,1.13,2.23,53.8,17.51
55.0,55.0,215.0,0.11,1.09,2.09,54.5,17.53
55.0,55.2,220.0,0.11,1.09,2.11,54.7,17.55
55.0,55.1,225.0,0.12,1.09,2.17,54.5,17.56
55.0,55.1,230.0,0.11,1.08,2.1,54.4,17.58
55.0,55.2,235.0,0.14,1.1,2.13,54.7,17.6
55.0,54.8,240.0,0.07,1.11,2.17,54.5,17.62
55.0,55.1,245.0,0.14,1.09,2.12,54.6,17.64
55.0,55.2,250.0,0.06,1.1,2.13,54.7,17.65
55.0,55.1,255.0,0.07,1.11,2.21,54.0,17.67
55.0,55.1,260.0,0.06,1.09,2.16,54.5,17.69
55.0,55.0,265.0,0.12,1.09,2.09,54.3,17.71
55.0,55.1,270.0,0.13,1.09,2.11,54.6,17.72
55.0,55.1,275.0,0.05,1.1,2.21,54.0,17.74
55.0,55.0,280.0,0.08,1.09,2.15,54.5,17.76
55.0,54.9,285.0,0.06,1.09,2.12,54.5,17.77
55.0,55.0,290.0,0.06,1.07,2.09,54.5,17.79
55.0,54.9,295.0,0.12,1.09,2.2,54.4,17.81
55.0,55.2,300.0,0.1,1.11,2.21,53.8,17.83
55.0,55.0,305.0,0.07,1.11,2.15,54.2,17.85
55.0,55.0,310.0,0.12,1.1,2.16,54.4,17.87
55.0,55.0,315.0,0.13,1.11,2.14,54.5,17.89
55.0,55.1,320.0,0.12,1.11,2.24,54.0,17.91
55.0,55.1,325.0,0.13,1.11,2.22,53.9,17.93
55.0,54.9,330.0,0.04,1.09,2.14,54.1,17.95
55.0,55.0,335.0,0.12,1.11,2.25,53.8,17.97
55.0,55.1,340.0,0.1,1.11,2.26,53.9,17.99
55.0,55.1,345.0,0.05,1.11,2.22,53.6,18.01
55.0,54.9,350.0,0.1,1.11,2.18,53.6,18.03
55.0,54.9,355.0,0.06,1.1,2.15,54.4,18.05
55.0,55.1,360.0,0.06,1.11,2.17,54.1,18.07
55.0,55.2,365.0,0.1,1.08,2.09,54.7,18.08
55.0,55.1,370.0,0.05,1.1,2.25,54.0,18.1
55.0,55.0,375.0,0.1,1.11,2.26,53.9,18.11
55.0,55.1,380.0,0.13,1.1,2.12,54.6,18.13
55.0,55.0,385.0,0.11,1.11,2.25,53.9,18.15
55.0,54.9,390.0,0.06,1.08,2.12,54.4,18.16
55.0,55.1,395.0,0.11,1.1,2.13,54.5,18.17
55.0,55.2,400.0,0.11,1.12,2.19,54.2,18.19
60.0,60.1,10.0,0.04,0.13,0.31,59.9,16.59
60.0,60.0,15.0,0.04,0.19,2.05,53.9,16.62
60.0,60.1,20.0,0.05,0.22,0.42,59.9,16.66
60.0,60.0,25.0,0.05,0.27,0.51,59.8,16.69
60.0,60.0,30.0,0.06,0.33,2.05,53.9,16.72
60.0,60.2,35.0,0.07,0.38,2.12,54.2,16.76
60.0,60.1,40.0,0.07,0.43,0.76,59.9,16.79
60.0,60.2,45.0,0.07,0.46,2.12,53.7,16.82
60.0,60.1,50.0,0.09,0.52,1.05,59.7,16.84
60.0,60.0,55.0,0.09,0.58,2.07,53.9,16.87
60.0,59.9,60.0,0.1,0.65,2.08,55.3,16.89
60.0,60.2,65.0,0.1,0.67,2.12,54.5,16.92
60.0,59.7,70.0,0.1,0.72,2.08,54.1,16.94
60.0,60.1,75.0,0.11,0.76,2.08,54.6,16.96
60.0,60.2,80.0,0.12,0.83,2.18,55.0,16.98
60.0,60.2,85.0,0.12,0.88,2.21,56.2,17.0
60.0,59.7,90.0,0.13,0.91,2.07,53.6,17.03
60.0,60.1,95.0,0.14,0.97,2.14,55.6,17.05
60.0,59.7,100.0,0.13,1.0,1.93,59.3,17.07
60.0,60.1,105.0,0.15,1.06,2.11,56.0,17.09
60.0,60.0,110.0,0.06,0.96,2.11,54.0,17.11
60.0,60.0,115.0,0.06,0.97,2.1,54.5,17.13
60.0,59.8,120.0,0.05,0.99,2.08,54.6,17.16
60.0,60.0,125.0,0.06,0.96,2.09,54.3,17.18
60.0,60.1,130.0,0.06,0.98,2.1,54.5,17.2
60.0,60.2,135.0,0.05,0.96,2.06,54.3,17.22
60.0,60.1,140.0,0.06,0.97,2.1,54.5,17.24
60.0,60.2,145.0,0.06,0.95,2.08,53.8,17.26
60.0,59.9,150.0,0.05,0.96,2.06,54.3,17.28
60.0,60.1,155.0,0.07,0.98,2.1,54.6,17.3
60.0,60.0,160.0,0.05,0.96,2.09,54.3,17.32
60.0,60.0,165.0,0.06,0.97,2.12,54.6,17.34
60.0,60.1,170.0,0.06,0.97,2.05,54.4,17.36
60.0,60.2,175.0,0.05,0.95,2.07,54.0,17.38
60.0,59.9,180.0,0.06,0.98,2.19,54.5,17.4
60.0,60.1,185.0,0.05,0.96,2.08,54.2,17.41
60.0,60.1,190.0,0.06,0.95,2.05,53.9,17.44
60.0,60.2,195.0,0.06,0.95,2.06,54.1,17.45
60.0,60.0,200.0,0.06,0.96,2.11,54.0,17.47
60.0,60.0,205.0,0.05,0.96,2.1,53.8,17.49
60.0,60.2,210.0,0.05,0.97,2.11,54.5,17.51
60.0,60.1,215.0,0.06,0.98,2.1,54.4,17.53
60.0,60.0,220.0,0.06,0.97,2.19,54.4,17.55
60.0,59.8,225.0,0.05,0.98,2.21,54.2,17.56
60.0,60.2,230.0,0.05,0.95,2.07,53.6,17.58
60.0,59.9,235.0,0.06,0.97,2.06,54.3,17.6
60.0,60.1,240.0,0.06,0.97,2.14,54.5,17.62
60.0,60.0,245.0,0.06,0.97,2.09,54.2,17.64
60.0,60.0,250.0,0.04,0.96,2.12,54.0,17.66
60.0,60.0,255.0,0.04,0.95,2.09,54.3,17.67
60.0,60.1,260.0,0.05,0.97,2.08,54.7,17.69
60.0,60.2,265.0,0.06,0.96,2.06,54.0,17.71
60.0,60.2,270.0,0.06,0.95,2.11,53.8,17.72
60.0,60.0,275.0,0.05,0.95,2.07,54.1,17.74
60.0,60.2,280.0,0.05,0.96,2.07,54.5,17.76
60.0,60.1,285.0,0.05,0.98,2.19,54.4,17.78
60.0,60.0,290.0,0.06,0.97,2.07,54.6,17.79
60.0,60.2,295.0,0.05,0.96,2.05,54.0,17.81
60.0,59.9,300.0,0.06,0.97,2.11,54.9,17.83
60.0,60.1,305.0,0.05,0.98,2.18,54.5,17.85
60.0,60.1,310.0,0.06,0.97,2.18,54.2,17.87
60.0,60.3,315.0,0.07,0.94,1.94,59.8,17.89
60.0,60.3,320.0,0.07,0.95,2.09,53.6,17.91
60.0,60.0,325.0,0.06,0.97,2.05,54.4,17.93
60.0,60.1,330.0,0.07,0.99,2.21,54.4,17.95
60.0,60.2,335.0,0.06,0.96,2.12,53.8,17.97
60.0,59.9,340.0,0.06,0.97,2.07,54.4,17.99
60.0,60.1,345.0,0.05,0.97,2.12,54.4,18.01
60.0,60.2,350.0,0.06,0.98,2.12,54.2,18.03
60.0,60.2,355.0,0.06,0.97,2.09,54.3,18.05
60.0,60.2,360.0,0.05,0.96,2.08,53.8,18.07
60.0,60.1,365.0,0.07,0.98,2.08,54.3,18.08
60.0,60.0,370.0,0.06,0.96,2.06,53.9,18.1
60.0,60.1,375.0,0.06,0.97,2.09,54.6,18.12
60.0,60.0,380.0,0.06,0.98,2.25,54.1,18.13
60.0,60.2,385.0,0.06,0.97,2.11,54.3,18.15
60.0,60.2,390.0,0.05,0.97,2.19,54.3,18.16
60.0,60.1,395.0,0.06,0.97,2.07,54.5,18.17
60.0,60.1,400.0,0.05,0.96,2.12,54.1,18.19
65.0,64.9,10.0,0.04,0.11,0.3,64.7,16.59
