Set Send Rates,Send Rates,Block Size,Min Latency,Avg Latency,Max Latency,Throughput,CPU Usage (%)
200.0,174.1,270.0,0.35,0.92,1.76,157.7,19.7
200.0,181.2,275.0,0.35,0.85,1.62,160.1,19.73
200.0,175.7,280.0,0.17,0.72,1.32,156.8,19.76
200.0,184.4,285.0,0.24,0.65,1.14,159.1,19.79
200.0,177.8,290.0,0.36,0.8,1.34,158.1,19.82
200.0,171.5,295.0,0.32,0.75,1.46,159.1,19.84
200.0,174.7,300.0,0.33,0.9,1.68,155.5,19.87
200.0,175.3,305.0,0.41,0.8,1.38,161.4,19.9
200.0,178.9,310.0,0.31,0.73,1.23,159.0,19.93
200.0,181.4,315.0,0.33,0.7,1.36,158.6,19.96
200.0,180.0,320.0,0.21,0.69,1.1,160.8,19.98
200.0,173.7,325.0,0.17,0.78,1.54,161.5,20.01
200.0,180.0,330.0,0.3,0.74,1.42,157.4,20.04
200.0,180.1,335.0,0.32,0.76,1.38,157.7,20.07
200.0,178.6,340.0,0.28,0.75,1.36,158.0,20.1
200.0,174.9,345.0,0.26,0.83,1.68,160.7,20.12
200.0,173.0,350.0,0.18,0.69,1.17,156.7,20.15
200.0,172.8,355.0,0.39,0.85,1.64,158.4,20.18
200.0,172.5,360.0,0.17,0.77,1.71,162.0,20.21
200.0,173.9,365.0,0.34,0.77,1.55,154.9,20.24
200.0,172.3,370.0,0.17,0.8,1.42,161.1,20.26
200.0,167.3,375.0,0.31,0.9,1.78,159.0,20.29
200.0,165.2,380.0,0.22,0.86,2.06,123.6,20.32
200.0,174.5,385.0,0.37,0.81,1.42,158.5,20.35
200.0,172.4,390.0,0.3,0.93,1.74,159.9,20.37
200.0,169.2,395.0,0.19,0.81,1.47,161.9,20.4
200.0,180.5,400.0,0.33,0.74,1.13,159.3,20.43
